Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 150

feature |          frame
     56 | (361.0,545.0)= 7537 (366.1,538.8)=    0 (367.3,533.1)=    0 (370.6,525.8)=    0 (373.5,520.7)=    0 (370.8,520.6)=    0 (361.4,523.4)=    0 (349.2,525.0)=    0 (338.2,529.7)=    0 (323.6,535.4)=    0 (307.3,542.3)=    0 (290.6,548.1)=    0 (274.8,549.6)=    0 (254.4,549.6)=    0 (240.3,550.2)=    0 (226.2,551.8)=    0 (212.5,553.7)=    0 (201.8,558.0)=    0 (187.5,561.2)=    0 (171.2,565.6)=    0 (161.2,569.8)=    0 (153.0,574.8)=    0 (144.2,580.8)=    0 (133.5,586.6)=    0 (120.6,594.8)=    0 (104.1,597.1)=    0 ( 93.8,590.6)=    0 ( 84.3,591.5)=    0 ( 79.2,592.2)=    0 ( 65.9,587.8)=    0 ( 52.1,584.4)=    0 ( 45.2,578.6)=    0 ( 43.3,579.6)=    0 ( 45.0,582.7)=    0 ( 44.6,586.1)=    0 ( 40.0,587.0)=    0 ( 33.3,585.5)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     57 | (170.0,230.0)= 7504 (175.0,220.8)=    0 (175.3,212.3)=    0 (178.2,202.8)=    0 (180.0,195.6)=    0 (173.7,193.1)=    0 (160.4,195.3)=    0 (142.5,194.9)=    0 (127.1,198.6)=    0 (106.0,202.6)=    0 ( 83.5,207.6)=    0 ( 61.3,213.4)=    0 ( 39.5,212.8)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     58 | (360.0,620.0)= 7496 (365.0,614.0)=    0 (365.4,608.6)=    0 (368.1,601.3)=    0 (370.4,596.5)=    0 (366.7,597.7)=    0 (355.6,601.5)=    0 (341.6,604.6)=    0 (329.1,610.5)=    0 (312.3,617.8)=    0 (293.7,626.6)=    0 (274.2,634.2)=    0 (255.7,637.5)=    0 (232.1,639.2)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     59 | (378.0,592.0)= 7447 (383.2,586.0)=    0 (383.9,580.6)=    0 (386.9,573.3)=    0 (389.7,568.4)=    0 (386.5,569.0)=    0 (376.4,572.3)=    0 (363.3,574.7)=    0 (351.5,579.9)=    0 (335.8,586.6)=    0 (349.6,580.7)=    0 (332.2,587.2)=    0 (315.7,589.3)=    0 (294.8,590.0)=    0 (280.1,591.3)=    0 (265.3,593.6)=    0 (250.7,596.2)=    0 (239.0,601.1)=    0 (224.0,605.0)=    0 (206.7,610.5)=    0 (195.7,615.2)=    0 (187.0,621.2)=    0 (177.1,627.8)=    0 (165.3,634.2)=    0 (151.0,642.7)=    0 (132.7,645.1)=    0 (121.4,638.8)=    0 (110.6,640.1)=    0 (104.5,640.9)=    0 ( 89.7,636.8)=    0 ( 74.2,633.5)=    0 ( 66.2,628.6)=    0 ( 63.1,629.7)=    0 ( 63.8,633.1)=    0 ( 62.1,636.4)=    0 ( 56.3,637.4)=    0 ( 48.4,636.0)=    0 ( 33.2,636.1)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     60 | (484.0,427.0)= 7446 (489.9,420.8)=    0 (493.0,414.9)=    0 (498.0,407.5)=    0 (502.3,401.6)=    0 (502.5,399.3)=    0 (496.4,399.9)=    0 (488.3,399.4)=    0 (480.7,401.5)=    0 (470.5,404.3)=    0 (458.9,408.1)=    0 (446.4,411.5)=    0 (435.3,410.9)=    0 (421.7,408.0)=    0 (412.4,406.7)=    0 (403.6,406.1)=    0 (395.2,406.5)=    0 (389.7,409.1)=    0 (381.7,410.6)=    0 (372.8,412.7)=    0 (368.1,414.7)=    0 (365.5,417.1)=    0 (360.9,421.2)=    0 (355.9,424.9)=    0 (347.1,431.9)=    0 (335.8,434.0)=    0 (330.1,428.3)=    0 (324.1,429.1)=    0 (321.6,429.8)=    0 (314.0,426.2)=    0 (306.4,423.4)=    0 (306.1,418.7)=    0 (307.2,420.4)=    0 (310.6,424.9)=    0 (311.3,429.8)=    0 (309.5,432.5)=    0 (305.8,432.8)=    0 (298.0,434.0)=    0 (289.4,435.1)=    0 (282.0,432.9)=    0 (275.4,429.9)=    0 (265.0,427.2)=    0 (258.0,425.5)=    0 (261.4,424.9)=    0 
     61 | (378.0,538.0)= 7404 (383.2,532.0)=    0 (384.5,526.3)=    0 (388.0,518.9)=    0 (390.9,513.8)=    0 (388.5,513.4)=    0 (379.7,515.9)=    0 (368.1,517.4)=    0 (357.7,521.6)=    0 (343.8,527.1)=    0 (328.0,533.6)=    0 (311.6,539.3)=    0 (295.8,540.8)=    0 (276.3,540.4)=    0 (263.0,541.1)=    0 (249.3,542.5)=    0 (236.4,544.2)=    0 (226.3,548.4)=    0 (212.7,551.4)=    0 (197.5,555.9)=    0 (187.7,559.7)=    0 (180.0,564.6)=    0 (171.5,570.4)=    0 (161.5,576.1)=    0 (149.1,584.0)=    0 (132.9,586.1)=    0 (122.9,579.9)=    0 (113.6,581.0)=    0 (108.6,581.5)=    0 ( 95.6,577.2)=    0 ( 82.2,573.7)=    0 ( 75.9,568.2)=    0 ( 74.1,569.2)=    0 ( 75.9,572.6)=    0 ( 75.3,576.1)=    0 ( 71.1,577.3)=    0 ( 64.4,575.8)=    0 ( 51.1,575.6)=    0 ( 37.9,575.3)=    0 ( 25.6,571.1)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     62 | (661.0,700.0)= 7340 (667.5,695.3)=    0 (669.7,691.2)=    0 (673.4,685.2)=    0 (677.8,681.1)=    0 (677.5,682.5)=    0 (668.4,686.4)=    0 (657.9,689.4)=    0 (648.1,694.7)=    0 (635.2,702.2)=    0 (620.2,711.2)=    0 (602.7,718.7)=    0 (587.5,722.3)=    0 (568.4,725.0)=    0 (554.6,728.0)=    0 (540.2,732.7)=    0 (525.7,738.0)=    0 (513.5,745.4)=    0 (499.0,752.5)=    0 (483.1,761.4)=    0 (473.5,769.5)=    0 (466.1,778.1)=    0 (455.4,786.4)=    0 (443.4,795.6)=    0 (425.6,805.4)=    0 (403.3,809.5)=    0 (390.7,804.7)=    0 (376.4,807.1)=    0 (367.8,809.2)=    0 (350.4,807.3)=    0 (333.0,806.4)=    0 (324.3,805.6)=    0 (318.5,809.4)=    0 (315.2,814.6)=    0 (309.3,819.4)=    0 (299.2,822.7)=    0 (287.7,823.3)=    0 (269.1,827.2)=    0 (249.8,830.8)=    0 (231.5,830.2)=    0 (215.7,827.6)=    0 (194.4,826.1)=    0 (179.8,825.9)=    0 (181.2,828.1)=    0 
     63 | (283.0,531.0)= 7329 (287.8,524.5)=    0 (288.7,518.6)=    0 (291.8,511.0)=    0 (294.3,505.8)=    0 (291.0,505.7)=    0 (281.2,508.5)=    0 (268.3,510.3)=    0 (256.8,515.0)=    0 (241.1,520.7)=    0 (255.1,516.4)=    0 (238.2,522.1)=    0 (222.0,523.5)=    0 (201.5,523.1)=    0 (187.1,523.6)=    0 (173.0,524.8)=    0 (159.6,526.3)=    0 (149.4,530.3)=    0 (135.3,533.0)=    0 (119.0,537.1)=    0 (109.1,541.0)=    0 (100.8,545.7)=    0 ( 92.5,551.8)=    0 ( 82.3,557.3)=    0 ( 70.3,565.0)=    0 ( 54.9,567.4)=    0 ( 45.1,561.0)=    0 ( 36.4,561.9)=    0 ( 31.9,562.2)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     64 | (350.0,605.0)= 7297 (354.8,598.8)=    0 (355.2,593.3)=    0 (358.2,586.1)=    0 (360.6,581.2)=    0 (356.9,582.1)=    0 (346.1,585.7)=    0 (332.4,588.5)=    0 (320.3,594.1)=    0 (303.8,601.2)=    0 (285.8,609.6)=    0 (267.2,616.7)=    0 (249.2,619.6)=    0 (226.2,621.0)=    0 (209.9,622.8)=    0 (193.6,625.6)=    0 (177.4,628.6)=    0 (164.4,633.8)=    0 (147.5,638.2)=    0 (127.9,644.4)=    0 (115.4,650.1)=    0 (104.6,656.6)=    0 ( 93.7,663.8)=    0 ( 80.4,670.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     65 | (403.0,535.0)= 7277 (408.3,528.9)=    0 (409.8,523.3)=    0 (413.4,516.0)=    0 (416.6,510.8)=    0 (414.3,510.3)=    0 (405.5,512.9)=    0 (393.9,514.3)=    0 (383.5,518.5)=    0 (396.8,512.5)=    0 (408.9,507.6)=    0 (419.8,501.9)=    0 (406.4,502.5)=    0 (416.3,490.5)=    0 (404.9,490.4)=    0 (393.9,491.2)=    0 (383.3,492.6)=    0 (375.3,496.4)=    0 (364.5,499.1)=    0 (352.5,502.8)=    0 (345.8,506.2)=    0 (340.9,509.9)=    0 (334.2,515.3)=    0 (326.6,520.3)=    0 (346.6,515.8)=    0 (332.5,518.4)=    0 (325.1,512.7)=    0 (317.0,514.1)=    0 (313.0,515.3)=    0 (302.9,511.9)=    0 (292.7,509.6)=    0 (290.0,505.4)=    0 (289.6,507.6)=    0 (291.4,512.5)=    0 (290.4,517.3)=    0 (286.7,519.9)=    0 (281.4,520.5)=    0 (270.9,522.2)=    0 (259.8,523.5)=    0 (249.6,521.4)=    0 (241.1,518.8)=    0 (227.9,516.2)=    0 (219.1,514.9)=    0 (222.0,514.9)=    0 
     66 | (168.0,200.0)= 7237 (173.2,190.5)=    0 (173.4,181.8)=    0 (176.4,172.1)=    0 (178.0,164.5)=    0 (171.5,161.7)=    0 (157.7,163.9)=    0 (139.6,163.1)=    0 (123.7,166.6)=    0 (102.2,170.4)=    0 ( 79.3,175.1)=    0 ( 56.6,181.1)=    0 ( 34.0,179.9)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     67 | ( 95.0,365.0)= 7220 ( 99.2,356.6)=    0 ( 98.8,349.3)=    0 (101.4,340.5)=    0 (102.8,334.3)=    0 ( 96.3,333.5)=    0 ( 83.1,336.8)=    0 ( 65.2,338.2)=    0 ( 49.7,343.2)=    0 ( 28.7,349.1)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     68 | (122.0,172.0)= 7217 (126.8,162.0)=    0 (126.7,152.9)=    0 (129.3,142.8)=    0 (130.5,135.0)=    0 (123.1,132.2)=    0 (108.2,134.5)=    0 ( 88.5,133.7)=    0 ( 71.2,137.6)=    0 ( 48.1,141.5)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     69 | (273.0,523.0)= 7148 (277.9,516.5)=    0 (278.7,510.4)=    0 (282.0,502.9)=    0 (284.4,497.5)=    0 (281.0,497.4)=    0 (271.4,500.1)=    0 (258.5,501.7)=    0 (247.1,506.4)=    0 (231.5,512.0)=    0 (244.5,508.1)=    0 (257.2,503.3)=    0 (241.6,504.3)=    0 (222.1,503.5)=    0 (208.6,503.6)=    0 (195.3,504.7)=    0 (182.4,505.9)=    0 (173.0,509.6)=    0 (159.7,511.9)=    0 (144.4,515.7)=    0 (135.3,519.4)=    0 (127.9,523.5)=    0 (120.1,529.3)=    0 (110.5,534.5)=    0 ( 99.1,542.2)=    0 ( 84.4,544.4)=    0 ( 75.0,538.1)=    0 ( 66.9,538.9)=    0 ( 62.8,539.4)=    0 ( 51.0,534.9)=    0 ( 38.8,531.0)=    0 ( 33.4,525.3)=    0 ( 32.4,525.7)=    0 ( 35.1,528.8)=    0 ( 35.3,532.2)=    0 ( 32.2,533.1)=    0 ( 26.7,531.6)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     70 | (539.0, 61.0)= 7088 (546.8, 51.8)=    0 (551.2, 43.0)=    0 (557.1, 32.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     71 | (139.0,194.0)= 7020 (143.9,184.3)=    0 (143.8,175.5)=    0 (146.6,165.6)=    0 (147.7,158.3)=    0 (140.8,155.4)=    0 (126.9,157.7)=    0 (108.1,156.8)=    0 ( 91.6,160.5)=    0 ( 69.5,164.5)=    0 ( 45.5,169.3)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     72 | (140.0,326.0)= 6993 (144.6,317.6)=    0 (144.7,309.9)=    0 (147.4,301.0)=    0 (149.0,294.7)=    0 (143.1,293.1)=    0 (130.3,295.7)=    0 (113.1,296.2)=    0 ( 98.2,300.6)=    0 ( 77.9,305.7)=    0 ( 56.0,312.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
     73 | (172.0,259.0)= 6867 (177.1,250.2)=    0 (177.5,242.0)=    0 (180.4,232.7)=    0 (182.2,225.6)=    0 (176.3,223.5)=    0 (163.0,225.9)=    0 (145.8,225.6)=    0 (130.7,229.3)=    0 (110.2,233.7)=    0 ( 88.1,238.9)=    0 ( 66.5,244.8)=    0 ( 44.9,244.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     74 | (438.0,544.0)= 6766 (443.6,538.0)=    0 (445.3,532.6)=    0 (449.0,525.4)=    0 (452.2,520.3)=    0 (450.3,519.8)=    0 (441.5,522.4)=    0 (430.3,523.8)=    0 (419.9,527.9)=    0 (406.3,533.4)=    0 (390.9,539.9)=    0 (374.7,545.7)=    0 (359.6,547.1)=    0 (340.6,546.9)=    0 (327.2,547.6)=    0 (314.1,549.4)=    0 (301.1,551.4)=    0 (290.9,555.9)=    0 (277.7,559.4)=    0 (262.7,564.2)=    0 (253.4,568.6)=    0 (246.2,573.5)=    0 (237.6,579.6)=    0 (227.5,585.6)=    0 (214.6,593.8)=    0 (198.0,596.5)=    0 (188.1,590.5)=    0 (178.2,591.9)=    0 (172.9,592.9)=    0 (159.9,589.1)=    0 (146.4,586.3)=    0 (140.1,581.6)=    0 (138.0,583.1)=    0 (138.9,586.9)=    0 (137.6,591.0)=    0 (132.5,592.7)=    0 (125.5,591.9)=    0 (111.8,592.5)=    0 ( 97.9,592.9)=    0 ( 84.9,589.7)=    0 ( 73.7,585.3)=    0 ( 57.6,581.7)=    0 ( 46.5,579.8)=    0 ( 48.5,579.3)=    0 
     75 | (405.0,580.0)= 6637 (410.3,574.0)=    0 (411.2,568.6)=    0 (414.5,561.4)=    0 (417.3,556.4)=    0 (414.7,556.7)=    0 (405.0,559.8)=    0 (392.5,561.9)=    0 (381.4,566.8)=    0 (366.4,573.0)=    0 (349.7,580.6)=    0 (332.3,587.2)=    0 (315.8,589.2)=    0 (294.9,589.9)=    0 (280.2,591.2)=    0 (265.4,593.5)=    0 (250.9,596.1)=    0 (239.2,601.0)=    0 (224.1,604.9)=    0 (206.8,610.4)=    0 (195.9,615.2)=    0 (187.1,621.1)=    0 (177.2,627.7)=    0 (165.4,634.2)=    0 (151.1,642.6)=    0 (132.8,645.0)=    0 (121.5,638.7)=    0 (110.7,640.0)=    0 (104.6,640.8)=    0 ( 89.7,636.7)=    0 ( 74.3,633.4)=    0 ( 66.3,628.5)=    0 ( 63.2,629.7)=    0 ( 63.9,633.0)=    0 ( 62.2,636.3)=    0 ( 56.4,637.3)=    0 ( 48.5,635.9)=    0 ( 33.2,636.0)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
     76 | (655.0,494.0)= 6576 (662.0,488.5)=    0 (665.8,483.3)=    0 (671.3,476.3)=    0 (676.5,470.9)=    0 (678.3,469.1)=    0 (672.4,470.2)=    0 (665.2,469.7)=    0 (658.1,472.2)=    0 (648.6,475.3)=    0 (637.6,479.7)=    0 (625.1,483.4)=    0 (614.6,483.2)=    0 (601.7,481.0)=    0 (592.6,480.4)=    0 (584.0,481.0)=    0 (575.6,482.5)=    0 (569.4,486.6)=    0 (561.5,489.3)=    0 (552.6,492.9)=    0 (548.5,495.7)=    0 (546.5,499.0)=    0 (541.3,503.8)=    0 (535.9,508.5)=    0 (524.8,516.2)=    0 (511.0,519.1)=    0 (504.4,513.7)=    0 (496.6,515.3)=    0 (492.6,516.9)=    0 (483.2,514.5)=    0 (474.2,513.0)=    0 (473.5,510.1)=    0 (473.4,513.1)=    0 (474.5,519.0)=    0 (472.9,525.0)=    0 (468.9,528.9)=    0 (463.3,530.4)=    0 (453.3,533.7)=    0 (442.4,536.5)=    0 (432.9,536.4)=    0 (424.3,534.7)=    0 (411.7,533.6)=    0 (403.2,533.2)=    0 (406.6,533.9)=    0 
